item_id,title,tags,genres,specs,developer,publisher,release_year,sentiment
i_09559,Helena The 3rd,Action|Indie,Action|Indie,Single-player|Multi-player|Shared/Split Screen|Partial Controller Support,Only Human Studios,Only Human Studios,2015,7 user reviews
i_09560,Songbringer,Adventure|Action|RPG|Indie|Pixel Graphics|2D|Procedural Generation|Singleplayer,Action|Adventure|Indie|RPG,Single-player|Co-op|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Wizard Fu,"Wizard Fu, Double Eleven",2017,Mostly Positive
i_09561,Robot Roller-Derby Disco Dodgeball Soundtrack,Indie|Sports|Action,Action|Indie|Sports,Single-player|Multi-player|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Stats|Steam Leaderboards,Erik Asmussen,,2015,6 user reviews
i_09562,Dustbowl,Adventure|Indie|RPG|Post-apocalyptic|Pixel Graphics|Retro|Survival,Adventure|Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards,The Pompous Pixel,The Pompous Pixel,2015,Mostly Positive
i_09563,Seduce Me the Otome,Free to Play|Visual Novel|Nudity|Otome|Anime|Female Protagonist|Romance|Dating Sim|Simulation|Singleplayer|Casual|Mature|Fantasy|Choices Matter|Story Rich|Demons|Sexual Content|Indie|Comedy|Great Soundtrack,Casual|Simulation,Single-player|Steam Achievements,Michaela Laws,Michaela Laws,2015,Very Positive
i_09564,Wish Project,Action|Indie|Bullet Hell|Shoot 'Em Up|Local Co-Op|Shooter|2D|Difficult|Arcade|Singleplayer|Controller|Anime,Action|Indie,Single-player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Andrew Willman,Andrew Willman,2016,Positive
i_09565,Earthtongue Soundtrack,,,Single-player|Downloadable Content,David O'Boyle,Erichermit,2015,
i_09566,Tallowmere – Android Version,Indie|Action|Violent|Gore,Action|Indie,Single-player|Downloadable Content|Full controller support,Chris McFarland,Chris McFarland,2015,7 user reviews
i_09567,CopperCube 5 Demo,Indie,Indie,Single-player|Game demo|Includes level editor,Ambiera e.U.,Ambiera e.U.,2015,9 user reviews
i_09568,BADLAND: Game of the Year Edition - Digital Art Booklet & Ambient Soundtrack,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Cloud|Stats|Steam Leaderboards,Frogmind,Frogmind,2015,Positive
i_09569,Egyptian Settlement Gold,Strategy|Casual|Simulation,Casual|Simulation|Strategy,Single-player,magnussoft,magnussoft,2015,5 user reviews
i_09570,Avenging Angel,Early Access|RPG|Action|Adventure|FPS|Action-Adventure|Action RPG|Steampunk,Action|Adventure|RPG|Early Access,Single-player|Partial Controller Support,Dark Amber Softworks,Dark Amber Softworks,2015,Mixed
i_09571,Reboot Soundtrack,RPG,RPG,Single-player|Downloadable Content|Steam Achievements|Partial Controller Support,New Reality Games,,2015,2 user reviews
i_09572,Dwarven Brawl Bros,4 Player Local|Local Multiplayer|Local Co-Op|Action|Indie|Casual,Action|Casual|Indie,Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Stats,Dwarves Might Fly,Dwarves Might Fly,2015,Mostly Positive
i_09573,Angels Fall First,Early Access|Action|Sci-fi|FPS|Space|Simulation|Multiplayer|Indie|First-Person|Tactical,Action|Simulation|Early Access,Single-player|Multi-player|Partial Controller Support|Steam Cloud|Stats,Strangely Interactive Ltd,Strangely Interactive Ltd,2015,Very Positive
i_09574,Miniature Gods,Adventure|RPG|Indie|Casual|Simulation,Adventure|Casual|Indie|RPG|Simulation,Single-player|Downloadable Content,"Michael Flynn,Elizabeth Flynn",,2015,
i_09575,Bloodsports.TV - Blood Brawl,Action|Indie|Strategy|Free to Play,Action|Free to Play|Indie|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Cloud|Steam Leaderboards,"Toadman Interactive,Fatshark",,2015,1 user reviews
i_09576,Pixel Star,Indie|Action|Space|Arcade|Pixel Graphics,Action|Indie,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support,Soul Forge,Soul Forge,2015,Positive
i_09577,Albino Lullaby Demo,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Game demo|Full controller support,Ape Law,Ape Law,2016,6 user reviews
i_09578,Tabletop Simulator - Superfight,Strategy|Indie|Casual|Simulation,Casual|Indie|Simulation|Strategy,Multi-player|Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Partial Controller Support|Steam Cloud,Berserk Games,"Berserk Games, Skybound Interactive",2015,Mostly Positive
i_09579,FleetCOMM,Strategy|Action|Indie|Space|Shooter|Shoot 'Em Up|Sci-fi|Tactical|Top-Down Shooter|Great Soundtrack,Action|Indie|Strategy,Single-player|Steam Trading Cards,"Rogue Star,Boreal Sun,Spider,Deadman","FleetCOMM Technologies LLC, Rogue Star Games",2016,Mostly Negative
i_09580,Demon Hearts,Action|Indie|Platformer|Female Protagonist,Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards,Jon Harwood Creations LLC,Jon Harwood Creations LLC,2015,Mostly Positive
i_09581,One Manga Day - Bonus Content,Indie|Casual|Simulation|Adventure|Free to Play|Anime,Adventure|Casual|Free to Play|Indie|Simulation,Single-player|Downloadable Content|Partial Controller Support,DeXP,,2015,3 user reviews
i_09582,Fairy Fencer F: Hot Springs Set,RPG,RPG,Single-player|Downloadable Content|Full controller support,,,2015,Positive
i_09583,Fairy Fencer F: Swimwear Set,RPG,RPG,Single-player|Downloadable Content|Full controller support,,,2015,7 user reviews
i_09584,Fairy Fencer F: Additional Fairy Pack,RPG,RPG,Single-player|Downloadable Content,,,2015,Positive
i_09585,Fairy Fencer F: Surpass Your Limits Set,RPG,RPG,Single-player|Downloadable Content|Full controller support,,,2015,8 user reviews
i_09586,Fairy Fencer F: Ultimate Armor Pack,RPG,RPG,Single-player|Downloadable Content|Full controller support,,,2015,Positive
i_09587,Fairy Fencer F: Weapon Change Accessory Set,RPG,RPG,Single-player|Downloadable Content|Full controller support,,,2015,9 user reviews
i_09588,One Ship Two Ship Redshift Blueshift,Indie|Casual|Action|Sports|Pixel Graphics,Action|Casual|Indie|Sports,Single-player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,HYPYRYL,HYPYRYL,2015,8 user reviews
i_09589,Poly Bridge,Building|Simulation|Physics|Puzzle|Singleplayer|Indie|Sandbox|Strategy|Funny|Crime|Difficult|Great Soundtrack|Casual|Education|Level Editor|Crafting|Open World,Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Stats|Steam Leaderboards|Includes level editor,Dry Cactus,Dry Cactus,2016,Very Positive
i_09590,Batman™: Arkham Knight Season Pass,Action|Adventure|Open World|Batman|Stealth,Action|Adventure,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Rocksteady,Warner Bros. Interactive Entertainment,2015,Mixed
i_09591,Dragon's Dogma: Dark Arisen,RPG|Open World|Character Customization|Action|Adventure|Fantasy|Singleplayer|Action RPG|Dragons|Third Person|Dark Fantasy|Magic|Exploration|Great Soundtrack|Atmospheric|Difficult|Story Rich|JRPG|Multiplayer|Hack and Slash,Action|Adventure|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Capcom,Capcom,2016,Very Positive
i_09592,Hollow Knight,Metroidvania|Great Soundtrack|Difficult|Platformer|Indie|2D|Atmospheric|Adventure|Exploration|Action|Hand-drawn|Singleplayer|Dark Fantasy|Story Rich|Open World|Cute|Side Scroller|Controller|Multiple Endings|Gothic,Action|Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Team Cherry,Team Cherry,2017,Very Positive
i_09593,Rugby League Team Manager 2015,Strategy|Action|Casual|Management|Singleplayer|Tactical|Sports|Simulation,Action|Casual|Simulation|Sports|Strategy,Single-player|Includes level editor,Alternative Software Ltd,Alternative Software Ltd,2015,Mixed
i_09594,oO,Indie|Action|Difficult|Minimalist|Arcade,Action|Indie,Single-player|Steam Achievements,"Maciej Targoni,Wojciech Wasiak",Maciej Targoni,2015,Very Positive
i_09595,Hook,Puzzle|Casual|Indie|Minimalist|Short|Singleplayer|Relaxing|2D|Great Soundtrack|Difficult,Casual|Indie,Single-player|Steam Achievements|Steam Trading Cards,"Maciej Targoni,Wojciech Wasiak",Maciej Targoni,2015,Overwhelmingly Positive
i_09596,Skyshine's BEDLAM,Strategy|Indie|Action|Turn-Based|Post-apocalyptic|Rogue-like|Tactical|Arcade|Turn-Based Tactics|RPG|Difficult|Isometric,Action|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards,Skyshine Games,Versus Evil,2015,Mixed
i_09597,Toren - Soundtrack,Adventure|Indie,Adventure|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Swordtales,,2015,2 user reviews
i_09598,UfoPilot : Astro-Creeps Elite,Action|Indie,Action|Indie,Single-player|Partial Controller Support|Steam Leaderboards,nornware AB,nornware AB,2015,1 user reviews
i_09599,Controller Companion,Utilities|Controller|Software,Utilities,Full controller support|Steam Workshop,Koga Tech Limited,Koga Tech Limited,2015,Very Positive
i_09600,RimWorld Name in Game Access,Strategy|Indie,Indie|Strategy,Single-player|Downloadable Content,Ludeon Studios,,2016,Mixed
i_09601,SHOFER Race Driver,Racing|Indie|Sports|Simulation,Indie|Racing|Simulation|Sports,Single-player,Zhoori Maang Entertainment,Zhoori Maang Entertainment,2015,2 user reviews
i_09602,Afterlife Empire,Casual|Indie|Strategy,Casual|Indie|Strategy,Single-player,"Autobotika,Game Nation Inc",The Fine Young Capitalists,2015,Mixed
i_09603,Aero's Quest,Action|Indie|Side Scroller|Platformer|Puzzle-Platformer,Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards|Steam Turn Notifications,"Soloweb Studios,Ravens Eye Studio",Soloweb Studios,2015,Positive
i_09604,Diamond Deeps,Casual|Action|Indie,Action|Casual|Indie,Single-player|Steam Achievements|Full controller support|Includes level editor,BIT-GEN,BIT-GEN,2015,3 user reviews
i_09605,Sky Force Anniversary - Original Soundtrack,Indie|Action,Action|Indie,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Infinite Dreams,Infinite Dreams,2015,6 user reviews
i_09606,Decromancer,Early Access|RPG|Card Game|Trading Card Game,RPG|Early Access,Single-player,UNIT9,UNIT9,2015,6 user reviews
i_09607,Shelter 2 Mountains,Casual|Adventure|Indie,Adventure|Casual|Indie,Single-player|Downloadable Content|Full controller support,Might and Delight,,2015,Very Positive
i_09608,LEGO Jurassic World: Jurassic World DLC Pack,Action|Adventure|LEGO|Dinosaurs,Action|Adventure,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Cloud,"TT Games Ltd,Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",2015,Mixed
i_09609,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,Adventure|Action|LEGO|Dinosaurs,Action|Adventure,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Cloud,"TT Games Ltd,Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",2015,9 user reviews
i_09610,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,Action|Adventure|LEGO,Action|Adventure,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Cloud,"TT Games Ltd,Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",2015,Mostly Positive
i_09611,Block N Load Theme Music,Action,Action,Single-player|Multi-player|Downloadable Content|Valve Anti-Cheat enabled,Jagex,,2015,3 user reviews
i_09612,WAKFU - Book II: Ush,Action|Episodic|Anime,,Steam Trading Cards|Captions available,,,2015,7 user reviews
i_09613,WAKFU - Book III: Dragon Mountain,Action|Anime|Episodic,,Steam Trading Cards|Captions available,,,2015,Positive
i_09614,3D Paraglider,Simulation|Action|Sports,Action|Simulation|Sports,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Partial Controller Support,khos85,khos85,2015,Negative
i_09615,100ft Robot Golf,Sports|Indie|Action|Golf|e-sports|Split Screen|Comedy|Multiplayer|Local Multiplayer|Mechs,Action|Indie|Sports,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,No Goblin,No Goblin,2017,Mostly Positive
i_09616,Almightree: The Last Dreamer,Indie|Action|Strategy|Puzzle-Platformer|Puzzle,Action|Indie|Strategy,Single-player|Multi-player|Shared/Split Screen|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Chocoarts,Digital Tribe,2015,Mostly Positive
i_09617,D4: SWERY's Choice Costume Set -4 Cups of Coffee-,,,Downloadable Content,Access Games,AGM PLAYISM,2015,
i_09618,D4: SWERY's Choice Costume Set -4 Bottles of Tequila-,,,Downloadable Content,Access Games,AGM PLAYISM,2015,
i_09619,Sniper Ghost Warrior 3,Sniper|Action|Open World|FPS|Stealth|Multiplayer|Shooter|First-Person|Singleplayer|Military|Violent|Adventure|Co-op|War|Heist|Online Co-Op|Gore|Tactical|Strategy|Nudity,Action,Single-player|Partial Controller Support,CI Games,CI Games,2017,Mixed
i_09620,Aurion: Legacy of the Kori-Odan,Indie|RPG|Action|Adventure|2D|Action RPG|Fantasy|JRPG|Singleplayer|Anime,Action|Adventure|Indie|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Stats,Kiro'o Games,"Playdius, Plug In Digital",2016,Very Positive
i_09621,Tobari and the Night of the Curious Moon,Indie|Adventure|Platformer|Female Protagonist|Anime|Cute|2D,Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,desunoya,Sekai Project,2012,Positive
i_09622,Rising Angels: Hope,Adventure|Indie|Casual|Anime|Visual Novel|Female Protagonist,Adventure|Casual|Indie,Single-player,IDHAS Studios,Sekai Project,2016,Positive
i_09623,WORLD END ECONOMiCA episode.02,Indie|Casual|Visual Novel|Anime,Casual|Indie,Single-player|Steam Trading Cards,Spicy Tails,Sekai Project,2015,Very Positive
i_09624,Polyball,Racing|Indie|Action|Simulation|3D Platformer|Physics|Time Attack|Platformer|Difficult|Fast-Paced|Controller|Casual|Arcade|Classic,Action|Casual|Indie|Racing|Simulation,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Co-op|Online Co-op|Local Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Stats|Steam Leaderboards|Includes level editor,Studio Monolith,Studio Monolith,2017,Very Positive
i_09625,Grim Fandango Remastered - Soundtrack,Adventure,Adventure,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Commentary available,Double Fine Productions,,2015,Positive
i_09626,Close Combat - Panthers in the Fog,Strategy|Simulation|World War II|Wargame|Turn-Based Strategy|Tactical|Singleplayer|Real-Time with Pause|Multiplayer|Replay Value,Simulation|Strategy,Single-player|Multi-player,Matrix Games,Slitherine Ltd.,2012,Mixed
i_09627,Kingdom: Classic,Strategy|Pixel Graphics|Survival|2D|Indie|Medieval|Tower Defense|Singleplayer|Side Scroller|Resource Management|Great Soundtrack|Simulation|City Builder|Rogue-like|Atmospheric|Casual|Difficult|Action|Adventure|Female Protagonist,Indie|Simulation|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,"Noio,Licorice",Raw Fury,2015,Very Positive
i_09628,Valiant: Resurrection,RPG|Indie|RPGMaker|Adventure|Casual|Story Rich|Fantasy,Adventure|Casual|Indie|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Warfare Studios,Aldorlea Games,2015,Positive
i_09629,Visibility,Indie|Free to Play|Platformer,Free to Play|Indie,Single-player|Steam Achievements,Zeritum,Zeritum,2015,Mixed
i_09630,Marble Muse,Indie|Casual|Simulation,Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Includes level editor,Ketos Games,Ketos Games,2015,8 user reviews
i_09631,NEON STRUCT Demo,Action|Indie|Stealth,Action|Indie,Single-player|Game demo|Full controller support,Minor Key Games,Minor Key Games,2015,8 user reviews
i_09632,CrossCode,Early Access|Action RPG|RPG|Pixel Graphics|Female Protagonist|2D|Retro|Great Soundtrack|Indie|Singleplayer|JRPG|Anime|Sci-fi|Puzzle|Adventure|Action|Action-Adventure|Story Rich|Cyberpunk|Difficult,RPG|Early Access,Single-player|Full controller support|Steam Cloud,Radical Fish Games,"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",2015,Overwhelmingly Positive
i_09633,Action Henk Soundtrack,Action|Indie|Racing,Action|Indie|Racing,Downloadable Content,RageSquid,RageSquid,2015,
i_09634,60 Seconds!,Survival|Post-apocalyptic|Singleplayer|Strategy|Simulation|Dark Humor|Adventure|Funny|Indie|Comedy|Casual|Point & Click|Choices Matter|Action|Difficult|Dark Comedy|War|Atmospheric|Rogue-like|Horror,Adventure|Casual|Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud,Robot Gentleman,Robot Gentleman,2015,Mostly Positive
i_09635,Her Story,Detective|FMV|Indie|Story Rich|Female Protagonist|Realistic|Mystery|Adventure|Simulation|Singleplayer|Puzzle|Horror|Casual|Crime|Experimental|Psychological Horror|Visual Novel|Point & Click|Short,Adventure|Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards,Sam Barlow,Sam Barlow,2015,Very Positive
i_09636,The Darkside Detective,Adventure|Indie|Casual|Point & Click|Pixel Graphics|Detective|Funny|Supernatural|2D|Mystery|Horror|Comedy,Adventure|Casual|Indie,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Spooky Doorway,Spooky Doorway,2017,Very Positive
i_09637,Quintet - Upgrade (unlock scenarios and website features),,Action|Indie,Single-player|Multi-player|Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Partial Controller Support,Carmine T. Guida,,2015,
i_09638,"Quintet - Trio Access (unlock Trio ships, scenarios and website features)",Action|Indie,Action|Indie,Single-player|Multi-player|Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Partial Controller Support,Carmine T. Guida,,2015,
i_09639,Millennium - Deluxe Contents,Adventure|RPG|Indie|Casual,Adventure|Casual|Indie|RPG,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Aldorlea Games,Aldorlea Games,2015,1 user reviews
i_09640,Pavel Quest Demo,Action|Indie,Action|Indie,Single-player|Game demo|Partial Controller Support,"ElevenSeventy, LLC","ElevenSeventy, LLC",2015,1 user reviews
i_09641,Rememoried,Adventure|Indie|Surreal|First-Person|Abstract|Exploration|Atmospheric|Psychedelic|Puzzle|Platformer|Singleplayer|Mystery|Walking Simulator|Experimental|Dark|Minimalist|Difficult|Colorful|Music|Space,Adventure|Indie,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support,Vladimir Kudelka,Hangonit,2015,Mixed
i_09642,GeoVox,Software Training|Animation & Modeling|Design & Illustration|Utilities|Video Production|Education|Photo Editing|Game Development|Open World|GameMaker|Building|Sandbox|Crafting|Indie|Atmospheric|Exploration|Real-Time,Animation &amp; Modeling|Design &amp; Illustration|Education|Photo Editing|Software Training|Utilities|Video Production,Full controller support|Includes level editor,"Axis Game Factory, Inc.","Axis Game Factory, Inc.",2015,Mixed
i_09643,Assassin's Creed® Syndicate,Assassin|Open World|Action|Parkour|Stealth|Historical|Adventure|Third Person|Singleplayer|Story Rich|Female Protagonist|Atmospheric|Steampunk|Great Soundtrack|Multiplayer|Strategy|Funny|Gore|Illuminati|Co-op,Action|Adventure,Single-player|In-App Purchases|Partial Controller Support,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,2015,Mostly Positive
i_09644,Official Guide - Valiant,Adventure|RPG|Indie|Casual,Adventure|Casual|Indie|RPG,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Warfare Studios,Aldorlea Games,2015,
i_09645,Dustbowl - Soundtrack,Adventure|RPG|Indie,Adventure|Indie|RPG,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards,The Pompous Pixel,,2015,
i_09646,Karmaflow: The Rock Opera Videogame - Upgrade to Deluxe Edition,Adventure|Indie,Adventure|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Captions available,Basecamp Games,Basecamp Games,2015,2 user reviews
i_09647,Beat Da Beat,Indie|Bullet Hell|Arcade|Great Soundtrack|Rhythm|Pixel Graphics,Indie,Single-player|Steam Achievements|Steam Leaderboards,2 players,Nekki GmbH,2016,Very Positive
i_09648,Albert and Otto,Indie|Puzzle|Platformer|Dark|Difficult|Puzzle-Platformer|Atmospheric|Singleplayer|Surreal|Side Scroller|2D|Adventure|Action|Horror|Controller|Cinematic|Casual,Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,K Bros Games,K Bros Games,2015,Mixed
i_09649,Terra Nova: Strike Force Centauri,Simulation|Action|FMV|Mechs|Classic|FPS,Action|Simulation,Single-player|Steam Trading Cards,Looking Glass Studios,Nightdive Studios,1996,Positive
i_09650,The Enchanted Cave 2,RPG|Indie|Dungeon Crawler|Pixel Graphics|Rogue-like|Singleplayer|Casual|2D,Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,dustinaux,dustinaux,2015,Very Positive
i_09651,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,Adventure|Strategy|Puzzle-Platformer|Cute|Anime|Female Protagonist|2D|Difficult|Horror|Atmospheric|Puzzle,Adventure|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,"Nippon Ichi Software, Inc.","NIS America, Inc.",2016,Very Positive
i_09652,Dark Echo,Adventure|Indie|Atmospheric|Puzzle|Horror|Singleplayer|Psychological Horror,Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,RAC7 Games,RAC7 Games,2015,Very Positive
i_09653,Professor Teaches® Windows® 8.1,Software Training|Memes|Story Rich|Horror|Anime,Software Training,,Individual Software,Individual Software,2013,1 user reviews
i_09654,Super Mutant Alien Assault,Action|Indie|Local Co-Op|Pixel Graphics|Platformer|Rogue-like,Action|Indie,Single-player|Local Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Cybernate,Surprise Attack,2015,Positive
i_09655,Chronoclysm,Indie|Action|4 Player Local|Local Co-Op|Puzzle,Action|Indie,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Co-op|Online Co-op|Local Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Workshop|Partial Controller Support|Includes level editor,Zed-ex,Zed-ex,2015,7 user reviews
i_09656,Mysterious Space,Indie|Action|Rogue-lite|Pixel Graphics|Shoot 'Em Up|Local Co-Op,Action|Indie,Single-player|Local Multi-Player|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards,Ben Hendel-Doying,benmakesgames.com,2015,Positive
i_09657,Power of Love,Casual|Indie|Strategy|Puzzle,Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Includes level editor,Yang Sun,Yang Sun,2015,Mixed
i_09658,Sirius Online,Early Access|Massively Multiplayer|Action|Simulation|Space|Sci-fi|Adventure|Indie|Space Sim|Economy,Action|Adventure|Indie|Massively Multiplayer|Simulation|Early Access,Single-player|Multi-player|Online Multi-Player|Co-op|Online Co-op|Steam Trading Cards,Digital Dawn Studios,Digital Dawn Studios,2015,Mostly Positive
i_09659,No Time To Explain Remastered,Indie|Casual|Action|Adventure|Platformer|Comedy|Funny|2D|Multiplayer|Difficult|Great Soundtrack|Time Travel|Local Co-Op|Local Multiplayer|Singleplayer|Remake|Gore|Memes,Action|Adventure|Casual|Indie,Single-player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Includes level editor,tinyBuild,tinyBuild,2015,Very Positive
i_09660,Obliteracers,Racing|Indie|Local Multiplayer|Funny|Multiplayer|Action|Fast-Paced|Arcade|4 Player Local|Co-op|Local Co-Op|Controller|Top-Down|Driving|Retro|Fighting|Competitive|Cute,Action|Indie|Racing,Single-player|Multi-player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Varkian Empire,"Varkian Empire, Deck13",2016,Mixed
i_09661,Playing History: Vikings,Adventure|Indie|RPG|Point & Click|Third Person|Singleplayer|Family Friendly|Education|Historical,Adventure|Indie|RPG,Single-player|Steam Achievements|Captions available,Serious Games Interactive,Serious Games Interactive,2015,Mixed
i_09662,President for a Day - Floodings,Casual|Strategy|Indie|Education|Turn-Based|Turn-Based Strategy|Historical|Board Game|Point & Click,Casual|Indie|Strategy,Single-player|Steam Achievements|Stats,Serious Games Interactive,Serious Games Interactive,2015,Mixed
i_09663,President for a Day - Corruption,Casual|Indie|Strategy|Turn-Based Strategy|Singleplayer|Education|Board Game|Point & Click,Casual|Indie|Strategy,Single-player|Steam Achievements,Serious Games Interactive,Serious Games Interactive,2015,Mixed
i_09664,Apocalypse: Party's Over,Action|Indie|Funny|Dark Humor|2D|Side Scroller|Nudity|Beat 'em up,Action|Indie,Single-player|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,"Hoplon,Izyplay Game Studio",Hoplon,2016,Very Positive
i_09665,Last Word - OST,Adventure|RPG|Indie|Casual,Adventure|Casual|Indie|RPG,Single-player|Downloadable Content|Steam Achievements|Full controller support,Twelve Tiles,,2015,
i_09666,Adventure in the Tower of Flight,Adventure|Action|Indie|Pixel Graphics|Platformer,Action|Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards,"Pixel Barrage Entertainment, Inc.","Pixel Barrage Entertainment, Inc.",2015,Positive
i_09667,Garbage Day,Early Access|Action|Sandbox|Indie|Open World|First-Person|Shooter|Singleplayer|Funny|Gore|FPS|Free to Play,Action|Indie|Early Access,Single-player,Svajūnas Žemaitis,Svajūnas Žemaitis,2016,Mostly Negative
i_09668,PAYDAY 2: The OVERKILL B-Sides Soundtrack,Action|RPG|Music|Great Soundtrack,Action|RPG,Single-player|Co-op|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards,OVERKILL - a Starbreeze Studio.,,2015,Very Positive
i_09669,Mystery Maze Of Balthasar Castle,Adventure|Casual,Adventure|Casual,Single-player|Steam Trading Cards|Partial Controller Support,"Mack Media,Caipirinha Games,DevQ1",Libredia,2015,4 user reviews
i_09670,AR-K: The Great Escape,Adventure|Indie|Point & Click|Female Protagonist|Singleplayer|Third Person|Comedy|Story Rich|Dystopian|Kickstarter|2.5D|Dark Humor|Great Soundtrack|Retro|Space|Crowdfunded|Sci-fi|Difficult|Funny|Mystery,Adventure|Indie,Single-player|Steam Achievements|Steam Trading Cards,Gato Salvaje S.L.,Gato Salvaje S.L.,2015,Very Positive
